38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
426,50,441,50,441,65,426,65
38,77,74,77,74,96,38,96
77,77,117,77,117,96,77,96
152,77,221,77,221,100,152,100
277,77,309,77,309,96,277,96
16,78,37,78,37,96,16,96
221,78,277,78,277,97,221,97
118,80,149,80,149,97,118,97
79,102,135,106,134,127,77,122
162,104,194,104,194,121,162,121
196,104,242,104,242,125,196,125
136,106,160,106,160,120,136,120
125,154,140,154,140,172,125,172
176,154,262,154,262,173,176,173
61,156,82,156,82,173,61,173
142,156,160,156,160,173,142,173
84,157,125,157,125,176,84,176
161,158,172,158,172,172,161,172
620,193,636,193,636,208,620,208
164,205,290,205,290,228,164,228
32,206,72,206,72,224,32,224
113,206,128,206,128,222,113,222
130,206,148,206,148,224,130,224
73,208,113,208,113,226,73,226
149,209,160,209,160,224,149,224
94,257,137,257,137,276,94,276
138,257,154,257,154,274,138,274
156,260,231,256,232,275,157,278
238,346,248,346,248,358,238,358
509,393,565,393,565,409,509,409
76,394,112,394,112,413,76,413
225,393,262,396,260,415,224,412
372,394,409,394,409,410,372,410
412,394,429,394,429,409,412,409
568,394,582,394,582,409,568,409
366,421,396,421,396,437,366,437
400,421,434,421,434,437,400,437
84,422,101,422,101,437,84,437
226,422,260,422,260,437,226,437
517,422,573,422,573,435,517,435
17,461,25,461,25,469,17,469
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
