38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
117,80,141,80,141,97,117,97
148,85,160,85,160,93,148,93
256,129,277,129,277,149,256,149
32,127,84,132,82,153,30,147
84,130,114,130,114,149,84,149
118,129,198,133,197,154,117,150
200,130,253,130,253,149,200,149
54,156,86,156,86,174,54,174
88,152,174,157,173,179,87,174
173,157,253,157,253,177,173,177
48,182,141,182,141,202,48,202
142,182,174,182,174,200,142,200
176,184,258,180,259,199,177,203
121,206,186,206,186,225,121,225
382,233,398,233,398,250,382,250
573,237,594,237,594,281,573,281
536,408,558,408,558,428,536,428
80,409,102,409,102,428,80,428
372,409,406,409,406,424,372,424
228,410,248,410,248,426,228,426
17,461,25,461,25,469,17,469
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
