38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
254,109,285,109,285,128,254,128
393,109,474,109,474,129,393,129
185,110,234,110,234,129,185,129
236,110,250,110,250,128,236,128
288,110,353,110,353,129,288,129
356,113,377,113,377,129,356,129
378,113,390,113,390,128,378,128
478,325,508,325,508,341,478,341
569,325,608,325,608,341,569,341
510,326,565,326,565,341,510,341
386,328,398,328,398,369,386,369
92,330,104,330,104,370,92,370
236,330,249,330,249,345,236,345
80,342,90,342,90,358,80,358
229,345,257,345,257,372,229,372
477,352,538,352,538,368,477,368
541,352,609,352,609,368,541,368
518,379,586,380,586,396,518,394
498,382,517,382,517,394,498,394
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
