38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
369,96,440,96,440,114,369,114
444,96,461,96,461,112,444,112
142,124,164,124,164,144,142,144
84,125,141,125,141,144,84,144
165,125,197,125,197,144,165,144
57,148,142,151,141,172,56,168
142,150,222,150,222,169,142,169
381,158,453,160,453,179,380,177
456,158,473,158,473,174,456,174
64,176,113,176,113,194,64,194
116,176,182,176,182,197,116,197
184,176,216,176,216,194,184,194
102,202,175,202,175,222,102,222
552,384,574,384,574,401,552,401
394,385,425,385,425,400,394,400
78,388,109,388,109,402,78,402
236,388,257,388,257,404,236,404
218,392,230,392,230,401,218,401
538,414,569,414,569,430,538,430
408,416,430,416,430,433,408,433
92,417,114,417,114,434,92,434
221,418,252,418,252,433,221,433
389,418,404,418,404,430,389,430
74,421,86,421,86,432,74,432
17,461,25,461,25,469,17,469
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
