38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
314,62,346,62,346,81,314,81
432,62,478,62,478,84,432,84
113,65,121,65,121,78,113,78
158,64,210,64,210,81,158,81
213,64,248,64,248,81,213,81
248,63,288,66,286,85,246,82
396,64,416,64,416,81,396,81
488,64,528,64,528,81,488,81
122,65,156,65,156,81,122,81
349,65,394,65,394,80,349,80
417,65,429,65,429,80,417,80
289,66,312,66,312,80,289,80
358,88,418,88,418,106,358,106
224,92,274,92,274,109,224,109
276,92,322,92,322,105,276,105
325,92,354,92,354,105,325,105
101,165,157,165,157,184,101,184
160,165,181,165,181,184,160,184
182,165,214,165,214,184,182,184
216,163,300,166,299,187,215,183
301,165,408,165,408,184,301,184
506,165,541,165,541,184,506,184
407,168,505,166,505,185,408,187
276,191,363,188,364,209,277,212
209,338,238,338,238,353,209,353
241,338,274,338,274,356,241,356
364,338,397,338,397,356,364,356
400,338,428,338,428,354,400,354
509,338,573,338,573,354,509,354
56,340,89,340,89,357,56,357
90,341,118,341,118,356,90,356
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
