38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
426,74,491,70,492,89,427,92
162,73,197,73,197,92,162,92
313,73,333,73,333,92,313,92
336,73,404,73,404,92,336,92
406,73,422,73,422,90,406,90
198,74,312,74,312,94,198,94
446,122,482,122,482,142,446,142
174,124,209,124,209,142,174,142
325,124,345,124,345,142,325,142
348,124,426,124,426,142,348,142
426,124,442,124,442,141,426,141
210,125,324,125,324,145,210,145
218,174,276,176,275,196,217,193
333,174,412,174,412,194,333,194
458,176,538,174,538,193,458,195
121,174,163,178,161,196,119,193
165,176,214,176,214,194,165,194
276,176,293,176,293,194,276,194
294,176,309,176,309,193,294,193
312,176,330,176,330,194,312,194
413,176,456,176,456,194,413,194
513,336,536,336,536,353,513,353
537,336,566,336,566,353,537,353
70,337,113,337,113,353,70,353
369,337,412,337,412,354,369,354
214,338,268,338,268,354,214,354
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
