38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
117,73,189,73,189,100,117,100
225,73,282,73,282,100,225,100
316,74,334,74,334,97,316,97
361,73,421,73,421,101,361,101
449,73,508,73,508,100,449,100
196,77,213,77,213,97,196,97
337,77,358,77,358,97,337,97
424,76,445,76,445,98,424,98
289,78,310,78,310,96,289,96
304,136,353,136,353,153,304,153
285,137,301,137,301,153,285,153
152,197,214,197,214,213,152,213
218,197,236,197,236,213,218,213
469,197,532,197,532,213,469,213
536,197,554,197,554,213,536,213
114,198,148,198,148,213,114,213
433,198,466,198,466,213,433,213
386,212,397,212,397,225,386,225
116,222,208,225,207,242,115,239
433,222,544,225,543,242,433,239
152,332,214,332,214,348,152,348
217,332,236,332,236,348,217,348
114,333,148,333,148,348,114,348
433,346,470,346,470,364,433,364
114,356,212,359,211,378,114,375
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
