38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
126,64,184,64,184,82,126,82
185,64,206,64,206,81,185,81
208,64,240,64,240,84,208,84
241,62,327,65,326,87,240,83
326,63,408,66,407,86,326,83
426,64,458,64,458,82,426,82
406,65,424,65,424,82,406,82
460,68,513,68,513,82,460,82
342,89,374,89,374,109,342,109
266,90,342,90,342,112,266,112
54,236,61,236,61,246,54,246
314,234,333,234,333,246,314,246
584,234,604,234,604,246,584,246
381,381,404,381,404,424,381,424
533,381,545,381,545,422,533,422
88,382,100,382,100,422,88,422
237,382,249,382,249,397,237,397
233,406,254,406,254,424,233,424
17,461,25,461,25,469,17,469
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
