38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
234,73,303,77,302,97,233,94
345,76,398,76,398,96,345,96
476,76,517,76,517,94,476,94
90,77,165,77,165,96,90,96
302,77,341,77,341,96,302,96
453,77,474,77,474,94,453,94
210,78,230,78,230,93,210,93
400,78,452,78,452,96,400,96
165,80,209,80,209,98,165,98
520,80,548,80,548,94,520,94
276,126,347,128,346,148,275,146
198,128,233,128,233,146,198,146
234,128,274,128,274,146,234,146
369,128,410,128,410,146,369,146
346,129,366,129,366,145,346,145
413,130,442,130,442,149,413,149
237,178,290,178,290,197,237,197
292,178,336,178,336,197,292,197
370,182,427,177,429,198,372,203
452,178,501,178,501,197,452,197
141,179,182,181,181,199,140,197
337,180,370,180,370,197,337,197
430,180,452,180,452,197,430,197
185,180,235,182,234,201,184,199
77,334,112,334,112,350,77,350
226,334,260,334,260,350,226,350
381,334,397,334,397,349,381,349
396,334,416,334,416,349,396,349
525,334,558,334,558,350,525,350
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
