38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
61,74,117,74,117,93,61,93
119,74,233,74,233,93,119,93
234,74,256,74,256,93,234,93
25,106,146,106,146,125,25,125
148,106,256,106,256,125,148,125
258,106,292,106,292,125,258,125
10,135,56,137,55,156,10,154
57,138,102,135,103,154,58,157
128,136,175,139,174,157,127,154
176,137,212,137,212,154,176,154
214,137,237,137,237,154,214,154
270,136,306,138,305,156,269,154
104,138,124,138,124,153,104,153
240,138,266,138,266,153,240,153
56,167,124,165,125,186,57,188
126,168,144,168,144,185,126,185
148,168,194,168,194,188,148,188
197,168,232,168,232,185,197,185
233,168,257,168,257,185,233,185
213,197,281,197,281,218,213,218
14,200,138,196,139,216,14,221
140,198,213,198,213,217,140,217
282,198,301,198,301,217,282,217
133,229,181,229,181,249,133,249
572,269,590,269,590,280,572,280
601,269,628,269,628,280,601,280
590,270,600,270,600,278,590,278
228,358,268,358,268,374,228,374
521,358,561,358,561,374,521,374
57,360,136,360,136,374,57,374
373,360,413,360,413,374,373,374
62,386,132,389,131,405,62,402
213,386,283,389,282,405,212,402
353,386,433,388,433,404,353,402
501,386,580,388,579,404,500,402
358,412,428,415,427,432,358,429
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
