38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
221,156,233,156,233,173,221,173
237,156,290,156,290,174,237,174
308,156,342,156,342,174,308,174
345,156,418,156,418,174,345,174
292,160,304,160,304,172,292,172
420,160,430,160,430,170,420,170
209,349,230,349,230,366,209,366
232,349,276,349,276,365,232,365
82,350,128,350,128,366,82,366
60,352,80,352,80,368,60,368
366,358,412,358,412,374,366,374
521,358,565,358,565,374,521,374
344,360,365,360,365,376,344,376
414,360,444,360,444,374,414,374
497,360,518,360,518,376,497,376
568,360,597,360,597,374,568,374
66,377,96,377,96,393,66,393
100,378,121,378,121,394,100,394
352,386,373,386,373,402,352,402
376,385,437,388,437,404,375,401
505,386,525,386,525,401,505,401
529,386,590,386,590,402,529,402
62,405,124,405,124,420,62,420
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
