38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
520,60,600,60,600,80,520,80
363,59,421,64,419,84,361,79
421,61,433,61,433,77,421,77
437,61,470,61,470,80,437,80
472,61,517,61,517,80,472,80
602,61,621,61,621,80,602,80
357,86,389,86,389,105,357,105
390,86,426,86,426,105,390,105
538,86,570,86,570,105,538,105
573,84,629,89,627,109,572,105
460,88,473,88,473,102,460,102
476,88,497,88,497,105,476,105
498,88,537,88,537,108,498,108
426,90,453,90,453,106,426,106
481,113,500,113,500,130,481,130
357,162,400,167,399,185,356,181
401,164,473,164,473,185,401,185
476,161,543,165,542,185,475,182
544,162,600,166,599,187,542,182
601,163,629,165,627,182,600,179
380,189,424,189,424,208,380,208
426,189,448,189,448,208,426,208
449,189,460,189,460,206,449,206
569,189,604,189,604,208,569,208
464,192,536,192,536,210,464,210
537,193,568,193,568,210,537,210
368,214,440,214,440,236,368,236
440,214,472,214,472,233,440,233
525,214,613,214,613,233,525,233
474,217,524,217,524,233,474,233
378,265,430,265,430,285,378,285
517,265,573,265,573,285,517,285
356,266,374,266,374,285,356,285
433,266,513,266,513,285,433,285
575,264,631,269,630,289,573,285
473,292,532,292,532,310,473,310
453,293,469,293,469,310,453,310
70,405,80,405,80,420,70,420
81,404,120,404,120,424,81,424
224,405,233,405,233,420,224,420
234,404,262,404,262,420,234,420
365,404,376,404,376,418,365,418
378,403,423,406,422,421,377,418
526,404,538,404,538,418,526,418
541,405,562,405,562,421,541,421
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
