38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
368,72,431,76,430,97,367,94
430,74,516,74,516,94,430,94
129,76,164,76,164,94,129,94
166,76,208,76,208,94,166,94
241,76,310,76,310,97,241,97
312,76,368,76,368,94,312,94
105,77,126,77,126,94,105,94
209,78,240,78,240,94,209,94
342,124,353,124,353,145,342,145
300,125,320,125,320,146,300,146
357,132,393,132,393,150,357,150
229,133,250,133,250,150,229,150
322,133,338,133,338,149,322,149
252,136,292,136,292,153,252,153
342,146,353,146,353,160,342,160
304,148,314,148,314,160,304,160
308,185,329,185,329,209,308,209
352,186,364,186,364,201,352,201
221,194,261,194,261,213,221,213
332,194,349,194,349,213,332,213
368,194,404,194,404,212,368,212
261,197,302,197,302,216,261,216
352,209,362,209,362,222,352,222
313,210,324,210,324,222,313,222
244,250,286,250,286,269,244,269
288,250,305,250,305,269,288,269
306,250,381,250,381,269,306,269
372,374,409,374,409,392,372,392
508,374,565,374,565,390,508,390
568,374,582,374,582,390,568,390
76,376,112,376,112,394,76,394
224,376,261,376,261,394,224,394
412,376,429,376,429,390,412,390
84,402,101,402,101,417,84,417
226,402,260,402,260,418,226,418
368,402,396,402,396,417,368,417
400,402,434,402,434,417,400,417
516,402,573,402,573,417,516,417
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
