38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
144,97,173,97,173,112,144,112
177,97,212,97,212,112,177,112
243,94,297,99,295,118,241,113
297,96,344,98,343,113,296,111
347,93,442,98,441,116,346,111
445,97,516,97,516,114,445,114
124,98,141,98,141,112,124,112
213,100,240,100,240,113,213,113
225,141,257,141,257,157,225,157
260,142,318,140,319,160,261,162
81,142,98,142,98,157,81,157
170,142,208,142,208,157,170,157
214,144,222,144,222,157,214,157
321,142,337,142,337,158,321,158
340,142,382,142,382,157,340,157
494,142,554,142,554,160,494,160
385,144,402,144,402,157,385,157
405,144,478,144,478,157,405,157
101,145,136,145,136,160,101,160
137,145,166,145,166,160,137,160
481,145,492,145,492,157,481,157
112,186,146,186,146,202,112,202
216,188,255,186,256,201,217,203
464,186,525,186,525,205,464,205
272,188,351,186,352,201,273,204
354,188,372,188,372,202,354,202
376,188,448,188,448,202,376,202
148,189,182,189,182,204,148,204
184,189,214,189,214,204,184,204
261,190,269,190,269,202,261,202
453,190,461,190,461,202,453,202
260,232,296,232,296,246,260,246
298,232,313,232,313,246,298,246
316,232,380,232,380,246,316,246
410,374,432,374,432,392,410,392
508,374,565,374,565,390,508,390
568,374,582,374,582,390,568,390
76,376,112,376,112,394,76,394
224,376,261,376,261,394,224,394
370,376,406,376,406,390,370,390
82,402,105,402,105,418,82,418
226,402,260,402,260,418,226,418
368,402,396,402,396,417,368,417
400,402,434,402,434,417,400,417
516,402,573,402,573,417,516,417
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
