38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
168,70,240,70,240,97,168,97
366,70,440,70,440,98,366,98
246,73,338,73,338,94,246,94
341,74,361,74,361,96,341,96
304,136,353,136,353,153,304,153
285,137,302,137,302,154,285,154
149,204,212,204,212,220,149,220
216,204,233,204,233,220,216,220
472,204,534,204,534,220,472,220
538,204,556,204,556,220,538,220
112,205,145,205,145,220,112,220
436,205,468,205,468,220,436,220
388,213,397,213,397,225,388,225
113,229,209,232,209,251,112,247
436,230,528,232,527,249,435,247
146,337,209,337,209,353,146,353
213,337,230,337,230,353,213,353
109,338,142,338,142,353,109,353
433,346,470,346,470,364,433,364
110,362,221,365,221,382,110,379
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
