38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
465,108,521,108,521,128,465,128
522,108,544,108,544,128,522,128
97,109,113,109,113,126,97,126
114,109,138,109,138,128,114,128
140,109,156,109,156,126,140,126
173,109,229,109,229,128,173,128
230,109,252,109,252,128,230,128
268,108,345,109,345,129,267,127
346,109,389,109,389,128,346,128
392,109,465,109,465,128,392,128
158,112,170,112,170,126,158,126
253,112,264,112,264,126,253,126
218,134,258,134,258,153,218,153
260,134,332,134,332,153,260,153
382,134,420,134,420,152,382,152
334,136,381,136,381,153,334,153
68,340,80,340,80,356,68,356
381,340,404,340,404,356,381,356
81,341,110,341,110,356,81,356
114,341,125,341,125,356,114,356
474,341,556,341,556,358,474,358
560,342,577,342,577,356,560,356
580,344,606,344,606,358,580,358
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
