38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
81,86,105,86,105,105,81,105
289,86,353,86,353,106,289,106
106,88,118,88,118,104,106,104
121,88,157,88,157,106,121,106
160,88,172,88,172,105,160,105
354,88,376,88,376,106,354,106
376,88,408,88,408,106,376,106
412,88,492,88,492,106,412,106
494,88,506,88,506,104,494,104
512,88,546,88,546,106,512,106
549,88,570,88,570,106,549,106
174,90,205,90,205,105,174,105
208,90,286,90,286,106,208,106
137,113,181,113,181,132,137,132
184,113,226,113,226,132,184,132
248,113,282,113,282,132,248,132
285,113,300,113,300,130,285,130
305,113,337,113,337,132,305,132
340,113,364,113,364,132,340,132
366,113,449,113,449,134,366,134
452,113,473,113,473,132,452,132
474,113,512,113,512,132,474,132
230,114,242,114,242,129,230,129
263,162,299,165,298,184,261,182
244,165,261,165,261,182,244,182
300,165,394,165,394,184,300,184
185,341,269,341,269,357,185,357
483,342,565,340,565,357,484,359
53,341,105,344,105,359,52,356
108,342,141,342,141,356,108,356
272,342,305,342,305,356,272,356
401,342,434,342,434,356,401,356
569,342,586,342,586,357,569,357
354,344,398,344,398,356,354,356
589,344,616,344,616,360,589,360
497,368,557,368,557,384,497,384
562,370,604,370,604,384,562,384
504,394,594,394,594,410,504,410
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
