38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
468,62,493,62,493,81,468,81
68,64,84,64,84,81,68,81
86,64,118,64,118,82,86,82
121,64,145,64,145,82,121,82
147,62,203,66,201,88,145,83
414,64,432,64,432,82,414,82
433,64,465,64,465,82,433,82
495,61,557,68,555,89,493,82
22,65,66,65,66,82,22,82
202,65,222,65,222,82,202,82
369,65,413,65,413,82,369,82
238,68,329,64,329,81,238,85
224,68,234,68,234,81,224,81
54,229,112,229,112,248,54,248
113,229,134,229,134,248,113,248
136,229,168,229,168,248,136,248
169,225,255,230,254,252,168,247
255,231,361,227,361,247,256,251
362,230,418,228,419,247,362,249
541,229,573,229,573,248,541,248
420,230,500,230,500,250,420,250
500,230,538,230,538,252,500,252
260,252,278,252,278,265,260,265
54,256,126,256,126,274,54,274
126,256,149,256,149,274,126,274
149,256,190,256,190,274,149,274
192,256,210,256,210,274,192,274
213,256,245,256,245,274,213,274
283,254,339,258,338,279,281,274
338,256,357,256,357,274,338,274
360,256,392,256,392,274,360,274
392,258,489,255,489,275,393,278
248,258,261,258,261,273,248,273
64,388,86,388,86,402,64,402
89,388,117,388,117,402,89,402
213,388,266,388,266,404,213,404
368,390,414,387,415,402,369,406
515,390,562,387,563,402,516,406
17,461,25,461,25,469,17,469
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
