38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
577,54,596,54,596,65,577,65
606,54,634,54,634,65,606,65
594,54,605,54,605,64,594,64
65,100,114,100,114,118,65,118
133,100,165,100,165,118,133,118
114,101,132,101,132,118,114,118
168,102,206,102,206,117,168,117
58,125,80,125,80,144,58,144
80,125,114,125,114,144,80,144
116,129,213,124,214,145,117,150
60,150,115,154,114,173,58,169
116,153,167,151,168,169,117,171
172,152,212,152,212,169,172,169
413,151,447,153,446,168,412,166
546,152,589,152,589,169,546,169
85,177,188,177,188,198,85,198
348,201,380,201,380,216,348,216
450,250,482,250,482,266,450,266
89,375,123,366,127,382,93,392
384,375,418,366,423,383,389,392
533,375,567,366,572,383,538,393
233,375,268,367,272,384,237,392
57,372,89,372,89,388,57,388
212,372,233,372,233,389,212,389
362,372,384,372,384,388,362,388
512,372,533,372,533,389,512,389
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
