38,13,85,11,85,31,38,32
13,13,33,13,33,28,13,28
46,50,86,50,86,69,46,69
90,50,125,50,125,69,90,69
128,50,174,50,174,69,128,69
209,50,278,50,278,72,209,72
280,50,334,50,334,69,280,69
336,50,376,50,376,69,336,69
377,52,397,52,397,68,377,68
176,53,206,53,206,68,176,68
33,76,113,76,113,94,33,94
114,76,146,76,146,94,114,94
148,77,238,73,239,94,149,97
241,76,262,76,262,94,241,94
262,76,294,76,294,94,262,94
297,74,353,79,351,99,296,94
380,76,412,76,412,94,380,94
353,78,378,78,378,94,353,94
540,82,548,82,548,92,540,92
549,85,565,85,565,93,549,93
28,101,77,101,77,122,28,122
80,101,133,101,133,120,80,120
136,101,150,101,150,118,136,118
154,101,206,101,206,120,154,120
209,101,249,101,249,120,209,120
252,101,264,101,264,118,252,118
266,101,344,101,344,120,266,120
345,104,417,104,417,122,345,122
553,128,561,128,561,137,553,137
115,129,150,127,151,145,116,147
153,128,164,128,164,144,153,144
166,128,245,128,245,146,166,146
246,128,330,128,330,149,246,149
562,129,578,129,578,138,562,138
65,178,106,178,106,197,65,197
222,178,254,178,254,197,222,197
256,178,381,178,381,197,256,197
108,181,149,181,149,200,108,200
150,181,185,181,185,200,150,200
188,181,218,181,218,196,188,196
94,229,140,229,140,248,94,248
257,229,288,229,288,248,257,248
289,229,352,229,352,248,289,248
221,232,252,232,252,246,221,246
142,233,182,233,182,250,142,250
184,233,218,233,218,250,184,250
154,281,197,281,197,300,154,300
198,281,214,281,214,298,198,298
217,281,292,281,292,300,217,300
364,374,400,374,400,392,364,392
404,374,437,374,437,390,404,390
509,374,565,374,565,390,509,390
568,374,582,374,582,390,568,390
76,376,112,376,112,394,76,394
224,376,261,376,261,394,224,394
76,402,109,402,109,417,76,417
222,402,261,402,261,418,222,418
365,402,393,402,393,417,365,417
398,402,436,402,436,417,398,417
516,402,573,402,573,417,516,417
17,461,25,461,25,469,17,469
25,461,45,461,45,470,25,470
45,461,68,461,68,470,45,470
